last_name,first_name,total
ROZENBERG,Oskar,52.18
JAQUE,Martin,51.4
HAN,Jaejin,50.15
THOMAS,Jesse,48.23
GLIFBERG,Rune,46.86
KAHLER,Luke,46.6
CHEN,Ye,44.48
CALVERT,Thomas,41.03
MARTIN,Tom,37.06
NILSEN,Elias,33.96
DAMICO,Valentino,33.83
DULUDE,Phil,33.03
JANSSEN,Lennard,32.91
SCHEELJE,Raphael,32.76
GONZALEZ,Peio,32.46
WARD,Oli,32.0
SINNERTON,Phoenix,31.98
RUIZ,DIAZ,31.41
REYES,RAMIREZ,29.16
FAGUNDES,Hericles,28.83
MARTIN,Kayo,28.06
MOON,Gangho,27.13
GILES,Enrique,26.46
BOTTGER,Gavin,83.13
CINI,Luigi,78.03
QUINTAS,Pedro,76.1
PALMER,Keegan,75.1
CAREW,Tate,74.61
MARIANO,André,74.3
SOLMUNDE,Viktor,73.2
AUGUSTO,Thomas,72.2
NAGAHARA,Yuro,71.06
PERES,Murilo,70.84
PACE,Liam,70.5
JUNEAU,Cory,70.32
LEON,Danny,70.0
EDTMAYER,Tyler,69.83
COCILOVA,Omar,68.35
O`NEILL,George,67.63
SORGENTE,Alessandro,67.58
MAZZARA,Alessandro,67.57
COPELAND,Ethan,67.55
WILSON,Keefer,67.4
CARVALHO,Pedro,67.31
NYE,Taylor,67.28
PINEIRO,Steven,67.27
FRANCISCO,Kiko,67.26
SANCHEZ,JD,67.2
KHURY,Guilherme,66.8
WINBERG,Hampus,66.73
MATHERON,Vincent,66.5
MACDONALD,Andrew,66.21
MAGIAR,Magnus,64.63
MONTAGARD,Noe,64.0
KURIBAYASHI,Rempei,63.25
FEDERICO,Ivan,63.13
INOMATA,Soya,62.63
MATEU,Jaime,59.16
DAMESTOY,Edouard,57.06
KORTABITARTE,Alain,56.45
DIRKSEN,Joshua,56.36
PANTALEO,Jean,56.32
BEHAR,Yam,56.23
CUNNINGHAM,Tay,54.47
FAMILTON,Jake,53.6
SASAOKA,Kensuke,53.16
ALBREKTSSON,Noah,52.5
ROZENBERG,Oskar,52.18
JAQUE,Martin,51.4
HAN,Jaejin,50.15
THOMAS,Jesse,48.23
GLIFBERG,Rune,46.86
KAHLER,Luke,46.6
CHEN,Ye,44.48
CALVERT,Thomas,41.03
MARTIN,Tom,37.06
NILSEN,Elias,33.96
DAMICO,Valentino,33.83
DULUDE,Phil,33.03
JANSSEN,Lennard,32.91
SCHEELJE,Raphael,32.76
GONZALEZ,Peio,32.46
WARD,Oli,32.0
SINNERTON,Phoenix,31.98
RUIZ,DIAZ,31.41
REYES,RAMIREZ,29.16
FAGUNDES,Hericles,28.83
MARTIN,Kayo,28.06
MOON,Gangho,27.13
GILES,Enrique,26.46
FERNANDEZ,Rodrigo,26.36
PINEIRO,Juan,24.97
DOBAR,Gael,24.78
HOLM,Oliver,24.75
JIMENEZ,Marcelo,24.16
HOPKINS,Adam,23.7
ELGUETA,VERA,23.68
DORADO,Nick,23.06
UEDA,Raphael,22.81
KONIG,Kalani,22.31
INGRILLI,Jesse,21.5
MERCIER,Mehdi,21.34
MORALES,Jose,20.43
DE,HAAN,20.3
SASSON,Dante,20.04
OBERHOLZER,Dallas,20.03
MITAKE,Hinata,19.63
BARRENA,Luka,19.41
MATEOS,Juan,18.0
BECKETT,Stewart,16.66
LI,Mingxiao,14.06
TOYOS,Martin,12.71
IVANCHENKO,Moti,12.6
MORALEZ,Michael,12.4
CORTEZ,William,12.33
GOMEZ,PEDROZA,11.16
SWETT,Josema,10.03
last_name,first_name,total
PALMER,Keegan,88.26
EATON,Jagger,86.51
PINEIRO,Steven,85.0
CAREW,Tate,81.06
QUINTAS,Pedro,80.11
CINI,Luigi,79.31
NAGAHARA,Yuro,78.86
WILSON,Keefer,77.0
SANTOS,Augusto,76.22
SCHAAR,Tom,75.17
BARROS,Pedro,74.18
LEON,Danny,73.5
PACE,Liam,73.25
MARIANO,André,73.0
WOOLLEY,Kieran,72.86
BOTTGER,Gavin,72.73
COCILOVA,Omar,72.0
WINBERG,Hampus,70.5
PERES,Murilo,70.0
SOLMUNDE,Viktor,69.87
COPELAND,Ethan,69.75
EDTMAYER,Tyler,69.35
JUNEAU,Cory,69.2
FRANCISCO,Kiko,69.0
KHURY,Guilherme,61.0
SORGENTE,Alessandro,59.0
O`NEILL,George,57.0
NYE,Taylor,55.0
PALMER,Keegan,88.26
EATON,Jagger,86.51
PINEIRO,Steven,85.0
CAREW,Tate,81.06
QUINTAS,Pedro,80.11
CINI,Luigi,79.31
NAGAHARA,Yuro,78.86
WILSON,Keefer,77.0
SANTOS,Augusto,76.22
SCHAAR,Tom,75.17
BARROS,Pedro,74.18
LEON,Danny,73.5
PACE,Liam,73.25
MARIANO,André,73.0
WOOLLEY,Kieran,72.86
BOTTGER,Gavin,72.73
COCILOVA,Omar,72.0
WINBERG,Hampus,70.5
PERES,Murilo,70.0
SOLMUNDE,Viktor,69.87
COPELAND,Ethan,69.75
EDTMAYER,Tyler,69.35
JUNEAU,Cory,69.2
FRANCISCO,Kiko,69.0
KHURY,Guilherme,61.0
SORGENTE,Alessandro,59.0
O`NEILL,George,57.0
NYE,Taylor,55.0
SANCHEZ,JD,48.16
MAZZARA,Alessandro,46.0
CARVALHO,Pedro,44.66
AUGUSTO,Thomas,30.08
last_name,first_name,total
EATON,Jagger,85.5
PALMER,Keegan,85.03
AKIO,Augusto,84.48
BOTTGER,Gavin,84.06
CAREW,Tate,83.18
CINI,Luigi,82.23
SCHAAR,Tom,81.15
PINEIRO,Steven,80.06
PACE,Liam,79.24
NAGAHARA,Yuro,79.2
BARROS,Pedro,78.24
WILSON,Keefer,74.91
QUINTAS,Pedro,73.2
LEON,Danny,68.7
WOOLLEY,Kieran,60.43
MARIANO,André,26.42
last_name,first_name,total
BROWN,Sky,90.84
TREW,Ruby,86.16
OLIVEIRA,Raicca,85.17
KUSAKI,Hinano,84.52
HIRAKI,Kokona,84.19
PEREIRA,Dora,84.0
TREW,Arisa,82.23
STOEPHASIUS,Lilly,81.27
last_name,first_name,total
TREW,Arisa,71.21
OLIVEIRA,Raicca,70.5
TREW,Ruby,70.0
PEREIRA,Dora,68.0
LARCHERON,Madeleine,65.45
HEATH,Charlotte,62.5
EBERT,Fay,62.35
OGAWA,Kihana,62.2
LILLEY,Ruby,62.1
STOEPHASIUS,Lilly,62.07
PACHECO,Isadora,62.03
STESS,Minna,61.7
ALEXANDRE,Emilie,61.55
LEGUIZAMON,Erica,61.38
LASO,Naia,61.0
ASP,Yndiara,60.85
NAKAMURA,Kisa,60.47
WILSON,Aaliyah,60.13
TEZUKA,Mami,59.5
BARRATT,Jordyn,59.16
STRACHAN,Lilly,58.36
MARHOEFER,Grace,57.23
GODOY,Sofia,57.05
ERICKSON,Lillian,56.89
SUGAWARA,Mei,56.63
PAZ,Shani,56.03
OLSEN,Poppy,55.0
MEYERS,Taniah,54.86
TREW,Arisa,71.21
OLIVEIRA,Raicca,70.5
TREW,Ruby,70.0
PEREIRA,Dora,68.0
LARCHERON,Madeleine,65.45
HEATH,Charlotte,62.5
EBERT,Fay,62.35
OGAWA,Kihana,62.2
LILLEY,Ruby,62.1
STOEPHASIUS,Lilly,62.07
PACHECO,Isadora,62.03
STESS,Minna,61.7
ALEXANDRE,Emilie,61.55
LEGUIZAMON,Erica,61.38
LASO,Naia,61.0
ASP,Yndiara,60.85
NAKAMURA,Kisa,60.47
WILSON,Aaliyah,60.13
TEZUKA,Mami,59.5
BARRATT,Jordyn,59.16
STRACHAN,Lilly,58.36
MARHOEFER,Grace,57.23
GODOY,Sofia,57.05
ERICKSON,Lillian,56.89
SUGAWARA,Mei,56.63
PAZ,Shani,56.03
OLSEN,Poppy,55.0
MEYERS,Taniah,54.86
TABOULET,Nana,54.13
TONISSI,Fernanda,53.32
MARTIN,Bombette,52.12
SIRVIO,Heili,50.33
SUGAWARA,Rui,50.12
TAPIA,Josefina,49.86
FESSL,Alisa,49.85
TAMBLING,Lola,48.55
LIN,Yi-fan,47.85
MORALES,Brigitte,46.04
WEST,Katelyn,44.88
KENNY,Maya,43.48
JOHNSEY,Harlow,42.99
MAKIBBIN,Carlin,42.89
MAO,Jiasi,42.83
ENRIQUEZ,Evelyn,42.47
GWAK,Minji,40.84
MEEK,Lady,38.48
BENEDETTI,Julia,38.16
CHO,Hyunju,37.06
SANTANA,Jordan,37.0
ZHENG,Haohao,36.85
ZARATTINI,Lucrezia,33.48
LI,Yujuan,30.26
ARZUA,Ailin,29.71
VICENTE,Luana,28.36
RUSSI,OCHIAI,27.72
VIDELA,Paula,27.5
ANTUNES,Emily,25.12
OJEDA,MARTINEZ,23.13
KERMOADE,Klara,22.51
AGUILAR,ARISTA,15.48
CHAMORRO,Catalina,11.92
last_name,first_name,total
BROWN,Sky,72.33
ASP,Yndiara,69.0
OLIVEIRA,Raicca,68.5
PEREIRA,Dora,68.2
TREW,Ruby,67.72
STOEPHASIUS,Lilly,67.5
LILLEY,Ruby,66.9
HIRAKI,Kokona,66.7
HEATH,Charlotte,66.2
KUSAKI,Hinano,66.15
TREW,Arisa,66.1
SUGAWARA,Mei,66.0
LEGUIZAMON,Erica,64.0
OGAWA,Kihana,63.3
STRACHAN,Lilly,62.53
LASO,Naia,61.5
ALEXANDRE,Emilie,60.25
EBERT,Fay,60.16
STESS,Minna,59.9
BARRATT,Jordyn,59.5
LARCHERON,Madeleine,59.35
TEZUKA,Mami,59.25
WETTSTEIN,Bryce,59.15
WILSON,Aaliyah,59.1
MARHOEFER,Grace,59.0
ERICKSON,Lillian,58.5
NAKAMURA,Kisa,57.56
GODOY,Sofia,56.35
BROWN,Sky,72.33
ASP,Yndiara,69.0
OLIVEIRA,Raicca,68.5
PEREIRA,Dora,68.2
TREW,Ruby,67.72
STOEPHASIUS,Lilly,67.5
LILLEY,Ruby,66.9
HIRAKI,Kokona,66.7
HEATH,Charlotte,66.2
KUSAKI,Hinano,66.15
TREW,Arisa,66.1
SUGAWARA,Mei,66.0
LEGUIZAMON,Erica,64.0
OGAWA,Kihana,63.3
STRACHAN,Lilly,62.53
LASO,Naia,61.5
ALEXANDRE,Emilie,60.25
EBERT,Fay,60.16
STESS,Minna,59.9
BARRATT,Jordyn,59.5
LARCHERON,Madeleine,59.35
TEZUKA,Mami,59.25
WETTSTEIN,Bryce,59.15
WILSON,Aaliyah,59.1
MARHOEFER,Grace,59.0
ERICKSON,Lillian,58.5
NAKAMURA,Kisa,57.56
GODOY,Sofia,56.35
OLSEN,Poppy,55.0
YOSOZUMI,Sakura,18.0
PAZ,Shani,17.06
PACHECO,Isadora,6.08
last_name,first_name,total
BROWN,Sky,84.5
HIRAKI,Kokona,82.26
KUSAKI,Hinano,79.3
TREW,Arisa,77.8
STOEPHASIUS,Lilly,76.11
OLIVEIRA,Raicca,75.42
PEREIRA,Dora,73.43
TREW,Ruby,73.25
ASP,Yndiara,72.24
LILLEY,Ruby,71.13
HEATH,Charlotte,70.54
LASO,Naia,68.0
LEGUIZAMON,Erica,65.96
SUGAWARA,Mei,65.11
OGAWA,Kihana,64.1
STRACHAN,Lilly,60.01
last_name,first_name,total
SHIRAI,Sora,2001.0
NETSUKE,Kairi,2003.0
HORIGOME,Yuto,1999.0
RUSSELL,Cordano,2004.0
MIDLER,Alex,1998.0
ONODERA,Ginwoo,2010.0
HUSTON,Nyjah,1994.0
HOBAN,Braden,2001.0
MILOU,Vincent,1996.0
TURY,Richard,1993.0
SASAKI,Toa,2007.0
AOKI,Yukito,2003.0
PAPA,Micky,1990.0
AGUILAR,Gabryel,1999.0
RODRIGUEZ,Greg,2000.0
TUESTA,Deivid,2002.0
RIBEIRO,Gustavo,2001.0
IGLESIAS,Mauro,2000.0
NAGAI,Taiga,2006.0
IKE,Keyaki,2001.0
EATON,Jagger,2001.0
RABELO,Lucas,1999.0
JORDAN,Dashawn,1997.0
MATSUMOTO,Kairi,2007.0
HOEFLER,Kelvin,1993.0
ILARDI,Jake,1997.0
DECENZO,Ryan,1986.0
HINSON,Joe,1996.0
DELL,OLIO,1996.0
ONEILL,Shane,1990.0
JOSLIN,Chris,1996.0
WOOLLEY,Daniel,2007.0
GUSTAVO,Felipe,1991.0
FOY,Jamie,1996.0
BERGER,Matt,1993.0
FYNN,Tommy,1988.0
MOTA,Filipe,2006.0
SHIRAI,Sora,2001.0
NETSUKE,Kairi,2003.0
HORIGOME,Yuto,1999.0
RUSSELL,Cordano,2004.0
MIDLER,Alex,1998.0
ONODERA,Ginwoo,2010.0
HUSTON,Nyjah,1994.0
HOBAN,Braden,2001.0
MILOU,Vincent,1996.0
TURY,Richard,1993.0
SASAKI,Toa,2007.0
AOKI,Yukito,2003.0
PAPA,Micky,1990.0
AGUILAR,Gabryel,1999.0
RODRIGUEZ,Greg,2000.0
TUESTA,Deivid,2002.0
RIBEIRO,Gustavo,2001.0
IGLESIAS,Mauro,2000.0
NAGAI,Taiga,2006.0
IKE,Keyaki,2001.0
EATON,Jagger,2001.0
RABELO,Lucas,1999.0
JORDAN,Dashawn,1997.0
MATSUMOTO,Kairi,2007.0
HOEFLER,Kelvin,1993.0
ILARDI,Jake,1997.0
DECENZO,Ryan,1986.0
HINSON,Joe,1996.0
DELL,OLIO,1996.0
ONEILL,Shane,1990.0
JOSLIN,Chris,1996.0
WOOLLEY,Daniel,2007.0
GUSTAVO,Felipe,1991.0
FOY,Jamie,1996.0
BERGER,Matt,1993.0
FYNN,Tommy,1988.0
MOTA,Filipe,2006.0
PURCELL,John,1996.0
TEIXEIRA,Madu,2008.0
KROON,Kristoffer,2004.0
TEIXEIRA,Pacal,2011.0
HAEGELAND,Simen,2000.0
JAKES,Vilem,2004.0
CRAWFORD,Lazer,2005.0
AQUILA,Agustin,2001.0
TERRELL,Yakov,2007.0
FERRERO,Gabriel,2003.0
DE,JAEGER,2009.0
VIANNA,Giovanni,2001.0
WILMINK,Bert,2004.0
JEONG,Jihoon,2007.0
GUO,Jiahui,2003.0
ATANASOV,Marti,2003.0
MONTEIRO,Ivan,1997.0
GARBACCIO,Joseph,1998.0
KNUTZEN,Daniel,2002.0
LUCAS,Joao,2001.0
NAGARO,Noah,2006.0
MEZA,Oscar,1991.0
LEWIS,Jack,2007.0
GARCIA,Benjamin,1993.0
PHAM,Denny,1989.0
DE,HAAN,2007.0
ZHANG,Jie,2007.0
SARACENO,Zach,1999.0
SU,Jianjun,2004.0
HABANEC,Maxim,1992.0
ZEHNDER,Kilian,1993.0
CARO,Angelo,1999.0
PIWOWAR,Mike,1990.0
WINBERG,Hampus,2006.0
SOMMER,Justin,1998.0
STRICKER,Simon,1991.0
SANDIFORD,Shay,1997.0
SIANGOUENG,Thawatchai,1999.0
NELNER,Tom,1995.0
MÖLLER,Mika,2003.0
BATAN,Rio,2000.0
LAN,Yuan-chih,2008.0
SANTIAGO,Manny,1985.0
SZALAK,Filip,2004.0
ANDERBERG,Oscar,1995.0
JO,Sungmin,2008.0
SHIRAI,Sora,2001.0
NETSUKE,Kairi,2003.0
HORIGOME,Yuto,1999.0
RUSSELL,Cordano,2004.0
MIDLER,Alex,1998.0
ONODERA,Ginwoo,2010.0
HUSTON,Nyjah,1994.0
HOBAN,Braden,2001.0
MILOU,Vincent,1996.0
TURY,Richard,1993.0
SASAKI,Toa,2007.0
AOKI,Yukito,2003.0
PAPA,Micky,1990.0
AGUILAR,Gabryel,1999.0
RODRIGUEZ,Greg,2000.0
TUESTA,Deivid,2002.0
RIBEIRO,Gustavo,2001.0
IGLESIAS,Mauro,2000.0
NAGAI,Taiga,2006.0
IKE,Keyaki,2001.0
EATON,Jagger,2001.0
RABELO,Lucas,1999.0
JORDAN,Dashawn,1997.0
MATSUMOTO,Kairi,2007.0
HOEFLER,Kelvin,1993.0
ILARDI,Jake,1997.0
DECENZO,Ryan,1986.0
HINSON,Joe,1996.0
DELL,OLIO,1996.0
ONEILL,Shane,1990.0
JOSLIN,Chris,1996.0
WOOLLEY,Daniel,2007.0
GUSTAVO,Felipe,1991.0
FOY,Jamie,1996.0
BERGER,Matt,1993.0
FYNN,Tommy,1988.0
MOTA,Filipe,2006.0
PURCELL,John,1996.0
TEIXEIRA,Madu,2008.0
KROON,Kristoffer,2004.0
TEIXEIRA,Pacal,2011.0
HAEGELAND,Simen,2000.0
JAKES,Vilem,2004.0
CRAWFORD,Lazer,2005.0
AQUILA,Agustin,2001.0
TERRELL,Yakov,2007.0
FERRERO,Gabriel,2003.0
DE,JAEGER,2009.0
VIANNA,Giovanni,2001.0
WILMINK,Bert,2004.0
JEONG,Jihoon,2007.0
GUO,Jiahui,2003.0
ATANASOV,Marti,2003.0
MONTEIRO,Ivan,1997.0
GARBACCIO,Joseph,1998.0
KNUTZEN,Daniel,2002.0
LUCAS,Joao,2001.0
NAGARO,Noah,2006.0
MEZA,Oscar,1991.0
LEWIS,Jack,2007.0
GARCIA,Benjamin,1993.0
PHAM,Denny,1989.0
DE,HAAN,2007.0
ZHANG,Jie,2007.0
SARACENO,Zach,1999.0
SU,Jianjun,2004.0
HABANEC,Maxim,1992.0
ZEHNDER,Kilian,1993.0
CARO,Angelo,1999.0
PIWOWAR,Mike,1990.0
WINBERG,Hampus,2006.0
SOMMER,Justin,1998.0
STRICKER,Simon,1991.0
SANDIFORD,Shay,1997.0
SIANGOUENG,Thawatchai,1999.0
NELNER,Tom,1995.0
MÖLLER,Mika,2003.0
BATAN,Rio,2000.0
LAN,Yuan-chih,2008.0
SANTIAGO,Manny,1985.0
SZALAK,Filip,2004.0
ANDERBERG,Oscar,1995.0
JO,Sungmin,2008.0
FELICIANO,Mak,1997.0
HENRIQUE,Ismael,2002.0
MORAGUES,COLL,2006.0
DECUNHA,Alex,1997.0
CONNOR,Nathaniel,2007.0
COLLYER,Rome,2006.0
DURAN,Yusuf,1998.0
GONZALEZ,ORTIZ,1997.0
DIKISCIOGLU,Berke,2004.0
COLA,Giuseppe,2003.0
PORNCHAISUREE,Jirasin,1995.0
DAATER,Jonas,1989.0
RIBEIRO,Gabriel,2001.0
BOGDANOVICS,Arturs,1997.0
MARKLAND,Matthew,1996.0
BRANCH,Taj,2008.0
CAIZZA,Andrea,2009.0
PEK,Martin,1989.0
LUO,Yang,2005.0
GUILHERME,Zenildo,1996.0
GARZA,DE,1992.0
HUTOMO,Basral,2007.0
CORIA,Brayan,1996.0
FIGUEROA,MEDINA,2000.0
BRUNCLAIR,Beau,2009.0
RIBEIRO,Carlos,1991.0
PORADA,Bohdan,1993.0
VALJALO,Brandon,1998.0
PANUGALINOG,Motic,2001.0
SAMPAOKANG,Attapon,2004.0
CHEN,Chun-an,1991.0
SALDOU,Jean,1996.0
KEI,TA,2003.0
NGUYEN,Kristian,1997.0
PUIGDOLLERS,Carlos,2005.0
CHRISTENSEN,Mads,1987.0
MUHAMMAD,NOR,2009.0
KOROTUN,Yurii,1996.0
KHAN,Momo,2010.0
ESHMATOV,Alfiruz,2005.0
YILMAZ,Ibrahim,2000.0
KAKIMTAEV,Kasymhan,2007.0
RURUA,Luka,1999.0
BUNTURI,Petre,2006.0
ZHUNUSSOV,Adil,2004.0
HORNYANSZKY,Luka,1997.0
SHIRAI,Sora,2001.0
NETSUKE,Kairi,2003.0
HORIGOME,Yuto,1999.0
RUSSELL,Cordano,2004.0
MIDLER,Alex,1998.0
ONODERA,Ginwoo,2010.0
HUSTON,Nyjah,1994.0
HOBAN,Braden,2001.0
MILOU,Vincent,1996.0
TURY,Richard,1993.0
SASAKI,Toa,2007.0
AOKI,Yukito,2003.0
PAPA,Micky,1990.0
AGUILAR,Gabryel,1999.0
RODRIGUEZ,Greg,2000.0
TUESTA,Deivid,2002.0
RIBEIRO,Gustavo,2001.0
IGLESIAS,Mauro,2000.0
NAGAI,Taiga,2006.0
IKE,Keyaki,2001.0
EATON,Jagger,2001.0
RABELO,Lucas,1999.0
JORDAN,Dashawn,1997.0
MATSUMOTO,Kairi,2007.0
HOEFLER,Kelvin,1993.0
ILARDI,Jake,1997.0
DECENZO,Ryan,1986.0
HINSON,Joe,1996.0
DELL,OLIO,1996.0
ONEILL,Shane,1990.0
JOSLIN,Chris,1996.0
WOOLLEY,Daniel,2007.0
GUSTAVO,Felipe,1991.0
FOY,Jamie,1996.0
BERGER,Matt,1993.0
FYNN,Tommy,1988.0
MOTA,Filipe,2006.0
PURCELL,John,1996.0
TEIXEIRA,Madu,2008.0
KROON,Kristoffer,2004.0
TEIXEIRA,Pacal,2011.0
HAEGELAND,Simen,2000.0
JAKES,Vilem,2004.0
CRAWFORD,Lazer,2005.0
AQUILA,Agustin,2001.0
TERRELL,Yakov,2007.0
FERRERO,Gabriel,2003.0
DE,JAEGER,2009.0
VIANNA,Giovanni,2001.0
WILMINK,Bert,2004.0
JEONG,Jihoon,2007.0
GUO,Jiahui,2003.0
ATANASOV,Marti,2003.0
MONTEIRO,Ivan,1997.0
GARBACCIO,Joseph,1998.0
KNUTZEN,Daniel,2002.0
LUCAS,Joao,2001.0
NAGARO,Noah,2006.0
MEZA,Oscar,1991.0
LEWIS,Jack,2007.0
GARCIA,Benjamin,1993.0
PHAM,Denny,1989.0
DE,HAAN,2007.0
ZHANG,Jie,2007.0
SARACENO,Zach,1999.0
SU,Jianjun,2004.0
HABANEC,Maxim,1992.0
ZEHNDER,Kilian,1993.0
CARO,Angelo,1999.0
PIWOWAR,Mike,1990.0
WINBERG,Hampus,2006.0
SOMMER,Justin,1998.0
STRICKER,Simon,1991.0
SANDIFORD,Shay,1997.0
SIANGOUENG,Thawatchai,1999.0
NELNER,Tom,1995.0
MÖLLER,Mika,2003.0
BATAN,Rio,2000.0
LAN,Yuan-chih,2008.0
SANTIAGO,Manny,1985.0
SZALAK,Filip,2004.0
ANDERBERG,Oscar,1995.0
JO,Sungmin,2008.0
FELICIANO,Mak,1997.0
HENRIQUE,Ismael,2002.0
MORAGUES,COLL,2006.0
DECUNHA,Alex,1997.0
CONNOR,Nathaniel,2007.0
COLLYER,Rome,2006.0
DURAN,Yusuf,1998.0
GONZALEZ,ORTIZ,1997.0
DIKISCIOGLU,Berke,2004.0
COLA,Giuseppe,2003.0
PORNCHAISUREE,Jirasin,1995.0
DAATER,Jonas,1989.0
RIBEIRO,Gabriel,2001.0
BOGDANOVICS,Arturs,1997.0
MARKLAND,Matthew,1996.0
BRANCH,Taj,2008.0
CAIZZA,Andrea,2009.0
PEK,Martin,1989.0
LUO,Yang,2005.0
GUILHERME,Zenildo,1996.0
GARZA,DE,1992.0
HUTOMO,Basral,2007.0
CORIA,Brayan,1996.0
FIGUEROA,MEDINA,2000.0
BRUNCLAIR,Beau,2009.0
RIBEIRO,Carlos,1991.0
PORADA,Bohdan,1993.0
VALJALO,Brandon,1998.0
PANUGALINOG,Motic,2001.0
SAMPAOKANG,Attapon,2004.0
CHEN,Chun-an,1991.0
SALDOU,Jean,1996.0
KEI,TA,2003.0
NGUYEN,Kristian,1997.0
PUIGDOLLERS,Carlos,2005.0
CHRISTENSEN,Mads,1987.0
MUHAMMAD,NOR,2009.0
KOROTUN,Yurii,1996.0
KHAN,Momo,2010.0
ESHMATOV,Alfiruz,2005.0
YILMAZ,Ibrahim,2000.0
KAKIMTAEV,Kasymhan,2007.0
RURUA,Luka,1999.0
BUNTURI,Petre,2006.0
ZHUNUSSOV,Adil,2004.0
HORNYANSZKY,Luka,1997.0
last_name,first_name,total
ODA,Yumeka,2006.0
LEAL,Rayssa,2008.0
NISHIYA,Momiji,2007.0
COVELL,Chloe,2010.0
YOSHIZAWA,Coco,2009.0
AKAMA,Liz,2009.0
NAKAYAMA,Funa,2005.0
CUI,Chenxi,2009.0
ITO,Miyu,2007.0
ZWETSLOOT,Roos,2000.0
FUJISAWA,Nanaka,2001.0
TEROL,Daniela,2008.0
OLDENBEUVING,Keet,2004.0
MUNOZ,Natalia,2008.0
ROSA,Pamela,1999.0
HEYN,Paige,2008.0
BRUGGEMAN,Lore,2002.0
UEMURA,Aoi,2008.0
AVILA,Isabelly,2004.0
ZENG,Wenhui,2005.0
ZHU,Yuanling,2011.0
PINSON,Poe,2005.0
TURNER,Flic,2006.0
ALVAREZ,Jazmin,1999.0
SUKASEM,Vareeraya,2011.0
ZHANG,Yan,2008.0
LOUVET,Jeromine,2002.0
ZACKOVA,Laura,2010.0
LOVELACE,Liv,2003.0
READY,Jessica,2010.0
NAKAJIMA,Nonoka,2009.0
SUIARA,Kemily,2000.0
LANZI,Asia,2002.0
DURAN,Mariah,1996.0
KAROLINA,Carla,2005.0
CHOROMANSKA,Weronika,2006.0
HA,Siye,2007.0
ODA,Yumeka,2006.0
LEAL,Rayssa,2008.0
NISHIYA,Momiji,2007.0
COVELL,Chloe,2010.0
YOSHIZAWA,Coco,2009.0
AKAMA,Liz,2009.0
NAKAYAMA,Funa,2005.0
CUI,Chenxi,2009.0
ITO,Miyu,2007.0
ZWETSLOOT,Roos,2000.0
FUJISAWA,Nanaka,2001.0
TEROL,Daniela,2008.0
OLDENBEUVING,Keet,2004.0
MUNOZ,Natalia,2008.0
ROSA,Pamela,1999.0
HEYN,Paige,2008.0
BRUGGEMAN,Lore,2002.0
UEMURA,Aoi,2008.0
AVILA,Isabelly,2004.0
ZENG,Wenhui,2005.0
ZHU,Yuanling,2011.0
PINSON,Poe,2005.0
TURNER,Flic,2006.0
ALVAREZ,Jazmin,1999.0
SUKASEM,Vareeraya,2011.0
ZHANG,Yan,2008.0
LOUVET,Jeromine,2002.0
ZACKOVA,Laura,2010.0
LOVELACE,Liv,2003.0
READY,Jessica,2010.0
NAKAJIMA,Nonoka,2009.0
SUIARA,Kemily,2000.0
LANZI,Asia,2002.0
DURAN,Mariah,1996.0
KAROLINA,Carla,2005.0
CHOROMANSKA,Weronika,2006.0
HA,Siye,2007.0
BRODER,Liv,2007.0
DIDAL,Margie,1999.0
LAN,Junyi,2004.0
HYM,Charlotte,1992.0
NAWAKITWONG,Nathtiyabhorn,2011.0
SCHOONHEERE,Lucie,2010.0
BONE,Zuzanna,2004.0
MEANS,Christiana,1997.0
GONZALEZ,Julieta,2005.0
GABRIELA,Marina,2003.0
LUNDMARK,Vilja,2007.0
LIAO,Yun-yi,2005.0
COSTA,Rafaela,2005.0
KRAUEL,Valentina,2009.0
JACOBS,Candy,1990.0
COOLEN,Mila,2006.0
COTTAM,Christine,2005.0
POWELL,Haylie,2006.0
GAUTIER,Maria,2011.0
CRIADO,OLIVA,2007.0
ARZUA,Ailin,2007.0
PLACEK,Julia,2006.0
BERTRAN,Aldana,1998.0
SECOURS,Samantha,2002.0
RIBEIRO,Mati,2010.0
PETRIC,Valentina,2001.0
GRANADOS,Itzel,2000.0
MUNOZ,Jennifer,1998.0
RENDON,Ana,1997.0
MICHAUD,Cerise,2007.0
SANCHEZ,Geraldine,2000.0
LARRANAGA,Sara,2007.0
YU,Ruo,2012.0
AWUAH,Boipelo,2005.0
SERNA,Cindy,2002.0
ROJAS,Cote,1995.0
ALSBIRK,Smilla,2007.0
SAKAOGLU,Melis,2005.0
MCCUBBIN,Meghan,2000.0
MORALES,Vianez,2006.0
BRUECKLER,Julia,1989.0
last_name,first_name,total
SHIRAI,Sora,276.81
NETSUKE,Kairi,273.6
HORIGOME,Yuto,273.28
RUSSELL,Cordano,266.31
MIDLER,Alex,262.93
ONODERA,Ginwoo,262.03
HUSTON,Nyjah,251.38
HOBAN,Braden,231.48
last_name,first_name,total
AOKI,Yukito,65.21
MILOU,Vincent,62.58
EATON,Jagger,60.0
ONODERA,Ginwoo,59.78
MIDLER,Alexander,55.4
NETSUKE,Kairi,55.12
TURY,Richard,54.87
HORIGOME,Yuto,54.75
DELL,OLIO,54.5
ILARDI,Jake,54.11
TUESTA,Deivid,53.45
JORDAN,Dashawn,51.59
RABELO,Lucas,49.84
NAGAI,Taiga,49.66
