last_name,first_name,total
NAKAYAMA,Funa,180.37
LEAL,Rayssa,163.45
ZWETSLOOT,Roos,140.86
last_name,first_name,total
HUSTON,Nyjah,276.51
SHIRAI,Sora,263.36
HOEFLER,Kelvin,259.28
RIBEIRO,Gustavo,256.43
GUSTAVO,Felipe,254.05
EATON,Jagger,250.94
RUSSELL,Cordano,241.76
GIRAUD,Aurelien,65.47
TURY,Richard,240.31
ONEILL,Shane,239.78
MILOU,Vincent,227.99
ONODERA,Ginwoo,167.2
SASAKI,Toa,165.92
IKE,Keyaki,160.29
AGUILAR,Gabryel,144.95
RIBEIRO,Carlos,32.82
HORIGOME,Yuto,70.17
VIANNA,Giovanni,68.88
MIDLER,Alexander,68.46
NETSUKE,Kairi,67.95
MOTA,Filipe,63.27
PAPA,Micky,62.96
AOKI,Yukito,61.24
MATIENZO,ARES,59.62
FOY,Jamie,57.16
CRAWFORD,Lazer,55.52
JOSLIN,Chris,47.12
JORDAN,Dashawn,45.39
FYNN,Tommy,31.41
RABELO,Lucas,26.72
WILMINK,Bert,24.4
MATSUMOTO,Kairi,20.63
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
HUSTON,Nyjah,276.51
SHIRAI,Sora,263.36
HOEFLER,Kelvin,259.28
RIBEIRO,Gustavo,256.43
GUSTAVO,Felipe,254.05
EATON,Jagger,250.94
RUSSELL,Cordano,241.76
GIRAUD,Aurelien,65.47
TURY,Richard,240.31
ONEILL,Shane,239.78
MILOU,Vincent,227.99
ONODERA,Ginwoo,167.2
SASAKI,Toa,165.92
IKE,Keyaki,160.29
AGUILAR,Gabryel,144.95
RIBEIRO,Carlos,32.82
HORIGOME,Yuto,70.17
VIANNA,Giovanni,68.88
MIDLER,Alexander,68.46
NETSUKE,Kairi,67.95
MOTA,Filipe,63.27
PAPA,Micky,62.96
AOKI,Yukito,61.24
MATIENZO,ARES,59.62
FOY,Jamie,57.16
CRAWFORD,Lazer,55.52
JOSLIN,Chris,47.12
JORDAN,Dashawn,45.39
FYNN,Tommy,31.41
RABELO,Lucas,26.72
WILMINK,Bert,24.4
MATSUMOTO,Kairi,20.63
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,SPENCER,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
SETINAS,Christopher,24.5
JO,Sungmin,24.13
ARENS,Jost,24.06
NGUYEN,Kristian,23.83
ÖJERT,Calle,23.67
OVERBEEK,Tijmen,23.59
KOROTUN,Yurii,23.47
FELICIANO,Mak,23.41
RUIZ,Danny,22.78
GARZA,DE,22.47
SEMAAN,Jean,22.46
DECENZO,Ryan,22.21
KNUTZEN,Daniel,21.94
RODRIGUEZ,Shaiel,21.83
LUU,David,21.73
TANGERUD,Fredrik,21.65
JAKES,Vilem,21.47
CAIZZA,Andrea,20.81
HUSTON,Nyjah,276.51
SHIRAI,Sora,263.36
HOEFLER,Kelvin,259.28
RIBEIRO,Gustavo,256.43
GUSTAVO,Felipe,254.05
EATON,Jagger,250.94
RUSSELL,Cordano,241.76
GIRAUD,Aurelien,65.47
TURY,Richard,240.31
ONEILL,Shane,239.78
MILOU,Vincent,227.99
ONODERA,Ginwoo,167.2
SASAKI,Toa,165.92
IKE,Keyaki,160.29
AGUILAR,Gabryel,144.95
RIBEIRO,Carlos,32.82
HORIGOME,Yuto,70.17
VIANNA,Giovanni,68.88
MIDLER,Alexander,68.46
NETSUKE,Kairi,67.95
MOTA,Filipe,63.27
PAPA,Micky,62.96
AOKI,Yukito,61.24
MATIENZO,ARES,59.62
FOY,Jamie,57.16
CRAWFORD,Lazer,55.52
JOSLIN,Chris,47.12
JORDAN,Dashawn,45.39
FYNN,Tommy,31.41
RABELO,Lucas,26.72
WILMINK,Bert,24.4
MATSUMOTO,Kairi,20.63
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,SPENCER,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
SETINAS,Christopher,24.5
JO,Sungmin,24.13
ARENS,Jost,24.06
NGUYEN,Kristian,23.83
ÖJERT,Calle,23.67
OVERBEEK,Tijmen,23.59
KOROTUN,Yurii,23.47
FELICIANO,Mak,23.41
RUIZ,Danny,22.78
GARZA,DE,22.47
SEMAAN,Jean,22.46
DECENZO,Ryan,22.21
KNUTZEN,Daniel,21.94
RODRIGUEZ,Shaiel,21.83
LUU,David,21.73
TANGERUD,Fredrik,21.65
JAKES,Vilem,21.47
CAIZZA,Andrea,20.81
SU,Jianjun,20.3
HABANEC,Maxim,20.18
TEIXEIRA,Pacal,20.05
PFEIFFER,Lenni,19.77
HENAO,MEJIA,19.42
PAN,Jiajie,19.38
GRAMAGLIA,Andres,19.08
JEONG,Jihoon,18.77
MEZA,Oscar,18.65
ARAÚJO,Pedro,18.44
GOTO,Joakin,18.39
KROON,Koffe,18.32
TUESTA,Deivid,18.23
MÜLLER,Rocco,18.07
LIMA,Juan,17.88
CHRISTENSEN,Mads,17.78
SALDOU,Jean,17.57
GAMEZ,SALAS,17.06
MIKKELSEN,Aske,17.02
NEVES,Eduardo,17.02
ANDERBERG,Oscar,16.99
PEK,Martin,16.8
MÖLLER,Mika,16.72
ORTIZ,GARCIA,16.41
SAYAN,Adrian,16.25
SANTIAGO,Manny,16.22
WIJIDJARUNG,Napat,16.21
VAN,ANTWERP,16.03
PHAM,Denny,15.66
SOMMER,Justin,15.45
BERGER,Matt,15.44
GUILHERME,Zenildo,15.07
FIGUEROA,MEDINA,14.96
PUIGDOLLERS,Carlos,14.21
NAVRATIL,Jan,13.83
VRANIC,Bruno,13.75
ZHANG,Jie,13.18
WINTHER,Benjamin,13.09
SAMPAOKANG,Attapon,12.71
VINDVI,Ilon,12.67
AUBREY,Charlie,12.38
ILUT,Patric,11.6
DE,ABREU,11.26
STRICKER,Simon,11.11
ROSENZVAIG,Sean,10.86
RODRIGUEZ,Vicente,10.85
NARDINI,Diego,10.1
KEITA,Karim,10.08
HUSTON,Nyjah,276.51
SHIRAI,Sora,263.36
HOEFLER,Kelvin,259.28
RIBEIRO,Gustavo,256.43
GUSTAVO,Felipe,254.05
EATON,Jagger,250.94
RUSSELL,Cordano,241.76
GIRAUD,Aurelien,65.47
TURY,Richard,240.31
ONEILL,Shane,239.78
MILOU,Vincent,227.99
ONODERA,Ginwoo,167.2
SASAKI,Toa,165.92
IKE,Keyaki,160.29
AGUILAR,Gabryel,144.95
RIBEIRO,Carlos,32.82
HORIGOME,Yuto,70.17
VIANNA,Giovanni,68.88
MIDLER,Alexander,68.46
NETSUKE,Kairi,67.95
MOTA,Filipe,63.27
PAPA,Micky,62.96
AOKI,Yukito,61.24
MATIENZO,ARES,59.62
FOY,Jamie,57.16
CRAWFORD,Lazer,55.52
JOSLIN,Chris,47.12
JORDAN,Dashawn,45.39
FYNN,Tommy,31.41
RABELO,Lucas,26.72
WILMINK,Bert,24.4
MATSUMOTO,Kairi,20.63
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,SPENCER,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
SETINAS,Christopher,24.5
JO,Sungmin,24.13
ARENS,Jost,24.06
NGUYEN,Kristian,23.83
ÖJERT,Calle,23.67
OVERBEEK,Tijmen,23.59
KOROTUN,Yurii,23.47
FELICIANO,Mak,23.41
RUIZ,Danny,22.78
GARZA,DE,22.47
SEMAAN,Jean,22.46
DECENZO,Ryan,22.21
KNUTZEN,Daniel,21.94
RODRIGUEZ,Shaiel,21.83
LUU,David,21.73
TANGERUD,Fredrik,21.65
JAKES,Vilem,21.47
CAIZZA,Andrea,20.81
SU,Jianjun,20.3
HABANEC,Maxim,20.18
TEIXEIRA,Pacal,20.05
PFEIFFER,Lenni,19.77
HENAO,MEJIA,19.42
PAN,Jiajie,19.38
GRAMAGLIA,Andres,19.08
JEONG,Jihoon,18.77
MEZA,Oscar,18.65
ARAÚJO,Pedro,18.44
GOTO,Joakin,18.39
KROON,Koffe,18.32
TUESTA,Deivid,18.23
MÜLLER,Rocco,18.07
LIMA,Juan,17.88
CHRISTENSEN,Mads,17.78
SALDOU,Jean,17.57
GAMEZ,SALAS,17.06
MIKKELSEN,Aske,17.02
NEVES,Eduardo,17.02
ANDERBERG,Oscar,16.99
PEK,Martin,16.8
MÖLLER,Mika,16.72
ORTIZ,GARCIA,16.41
SAYAN,Adrian,16.25
SANTIAGO,Manny,16.22
WIJIDJARUNG,Napat,16.21
VAN,ANTWERP,16.03
PHAM,Denny,15.66
SOMMER,Justin,15.45
BERGER,Matt,15.44
GUILHERME,Zenildo,15.07
FIGUEROA,MEDINA,14.96
PUIGDOLLERS,Carlos,14.21
NAVRATIL,Jan,13.83
VRANIC,Bruno,13.75
ZHANG,Jie,13.18
WINTHER,Benjamin,13.09
SAMPAOKANG,Attapon,12.71
VINDVI,Ilon,12.67
AUBREY,Charlie,12.38
ILUT,Patric,11.6
DE,ABREU,11.26
STRICKER,Simon,11.11
ROSENZVAIG,Sean,10.86
RODRIGUEZ,Vicente,10.85
NARDINI,Diego,10.1
KEITA,Karim,10.08
RODRIGUES,Marci,10.08
RAHMAN,Feroze,9.57
JOHANNES,Jean-marc,9.51
NELNER,Tom,9.42
PANUGALINOG,John,8.6
OMANA,Hector,7.73
BOGDANOVICS,Arturs,7.57
PACHECO,Walter,7.07
PETRANYI,Lajos,6.91
GARVEY,Jafin,6.14
TAIBI,Ayman,5.8
GUDAC,Domagoj,5.14
BOUCHAREB,Tijani,3.17
RURUA,Luka,2.1
CALVIN,Muwonge,2.07
EL,BOUAZZAOUI,1.77
HORNYANSZKY,Luka,1.67
BUKENYA,Brian,1.11
last_name,first_name,total
AKAMA,Liz,263.9
COVELL,Chloe,261.43
ODA,Yumeka,246.38
LEAL,Rayssa,240.57
ITO,Miyu,234.48
UEMURA,Aoi,230.42
MAZETTO,Gabi,200.9
NISHIYA,Momiji,160.69
YOSHIZAWA,Coco,217.18
POWELL,Haylie,212.49
PINSON,Poe,204.59
JACOBS,Candy,191.29
ROSA,Pamela,190.18
MUNOZ,Natalia,183.94
ZENG,Wenhui,130.91
CUI,Chenxi,36.77
OLDENBEUVING,Keet,35.28
ZWETSLOOT,Roos,34.61
FUJISAWA,Nanaka,34.0
DURAN,Mariah,33.42
SUIARA,Kemily,32.55
ZHANG,Yan,31.14
BRUGGEMAN,Lore,30.0
SCHOONHEERE,Lucie,29.24
GUY,Meagan,28.54
CHOROMANSKA,Weronika,23.9
RENDON,Ana,22.07
LOUVET,Jeromine,20.11
MARTIN,Georgia,16.04
ZACKOVA,Laura,14.24
NAKAYAMA,Funa,0.64
LYNN,Secret,33.21
ALVAREZ,Jazmin,32.03
KAROLINA,Carla,27.55
ROJAS,Maria,25.62
ARZUA,Ailin,25.0
GRANADOS,Itzel,24.66
HYM,Charlotte,24.08
PETRIC,Valentina,22.22
AKAMA,Liz,263.9
COVELL,Chloe,261.43
ODA,Yumeka,246.38
LEAL,Rayssa,240.57
ITO,Miyu,234.48
UEMURA,Aoi,230.42
MAZETTO,Gabi,200.9
NISHIYA,Momiji,160.69
YOSHIZAWA,Coco,217.18
POWELL,Haylie,212.49
PINSON,Poe,204.59
JACOBS,Candy,191.29
ROSA,Pamela,190.18
MUNOZ,Natalia,183.94
ZENG,Wenhui,130.91
CUI,Chenxi,36.77
OLDENBEUVING,Keet,35.28
ZWETSLOOT,Roos,34.61
FUJISAWA,Nanaka,34.0
DURAN,Mariah,33.42
SUIARA,Kemily,32.55
ZHANG,Yan,31.14
BRUGGEMAN,Lore,30.0
SCHOONHEERE,Lucie,29.24
GUY,Meagan,28.54
CHOROMANSKA,Weronika,23.9
RENDON,Ana,22.07
LOUVET,Jeromine,20.11
MARTIN,Georgia,16.04
ZACKOVA,Laura,14.24
NAKAYAMA,Funa,0.64
LYNN,Secret,33.21
ALVAREZ,Jazmin,32.03
KAROLINA,Carla,27.55
ROJAS,Maria,25.62
ARZUA,Ailin,25.0
GRANADOS,Itzel,24.66
HYM,Charlotte,24.08
PETRIC,Valentina,22.22
HA,Siye,22.19
TURNER,Flic,22.11
GONZALEZ,Julieta,20.58
GAUTIER,Carmo,20.54
BALT,Maddy,20.33
BONE,Zuzanna,20.11
LUNDMARK,Vilja,19.61
COSTA,Rafaela,19.18
LANZI,Asia,18.74
PLACEK,Julia,18.44
MCCUBBIN,Meghan,17.82
DIDAL,Margielyn,17.03
HJERTBERG,Hedda,16.37
MORALES,COLLAZO,16.21
AWUAH,Boipelo,15.76
CONCHA,Marisol,15.74
GABRIELA,Marina,15.47
NAKAJIMA,Nonoka,14.8
ALSBIRK,Smilla,14.27
BUCHANAN,Daisy,14.18
RIBEIRO,Matilde,13.44
RAMIREZ,SANCHEZ,12.86
BRODER,Liv,12.15
ARREDONDO,Pam,11.68
ARIAS,YEPEZ,10.23
MUNOZ,GONZALEZ,9.32
LAN,Junyi,8.38
GALANTE,Madalena,6.88
COTTAM,Christine,5.94
KNUDSEN,Constanze,5.23
FRANCISCO,Ines,4.7
SECOURS,Samantha,1.83
last_name,first_name,total
HUSTON,Nyjah,276.51
SHIRAI,Sora,263.36
HOEFLER,Kelvin,259.28
RIBEIRO,Gustavo,256.43
GUSTAVO,Felipe,254.05
EATON,Jagger,250.94
RUSSELL,Cordano,241.76
GIRAUD,Aurelien,65.47
last_name,first_name,total
TURY,Richard,66.33
SASAKI,Toa,64.39
RIBEIRO,Carlos,62.92
SHIRAI,Sora,62.0
HORIGOME,Yuto,61.93
VIANNA,Giovanni,61.33
MILOU,Vincent,60.74
GUSTAVO,Felipe,59.11
EATON,Jagger,58.99
ONEILL,Shane,56.21
JOSLIN,Chris,54.26
AGUILAR,Gabryel,53.0
PAPA,Micky,52.74
RUSSELL,Cordano,52.65
RABELO,Lucas,52.54
MATIENZO,ARES,52.0
WILMINK,Bert,51.01
IKE,Keyaki,50.33
NETSUKE,Kairi,50.21
MATSUMOTO,Kairi,50.0
CRAWFORD,Lazer,49.99
FOY,Jamie,49.35
MOTA,Filipe,48.79
FYNN,Tommy,48.45
AOKI,Yukito,48.36
JORDAN,Dashawn,48.16
MIDLER,Alexander,48.13
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
TURY,Richard,66.33
SASAKI,Toa,64.39
RIBEIRO,Carlos,62.92
SHIRAI,Sora,62.0
HORIGOME,Yuto,61.93
VIANNA,Giovanni,61.33
MILOU,Vincent,60.74
GUSTAVO,Felipe,59.11
EATON,Jagger,58.99
ONEILL,Shane,56.21
JOSLIN,Chris,54.26
AGUILAR,Gabryel,53.0
PAPA,Micky,52.74
RUSSELL,Cordano,52.65
RABELO,Lucas,52.54
MATIENZO,ARES,52.0
WILMINK,Bert,51.01
IKE,Keyaki,50.33
NETSUKE,Kairi,50.21
MATSUMOTO,Kairi,50.0
CRAWFORD,Lazer,49.99
FOY,Jamie,49.35
MOTA,Filipe,48.79
FYNN,Tommy,48.45
AOKI,Yukito,48.36
JORDAN,Dashawn,48.16
MIDLER,Alexander,48.13
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,Gabriel,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
TURY,Richard,66.33
SASAKI,Toa,64.39
RIBEIRO,Carlos,62.92
SHIRAI,Sora,62.0
HORIGOME,Yuto,61.93
VIANNA,Giovanni,61.33
MILOU,Vincent,60.74
GUSTAVO,Felipe,59.11
EATON,Jagger,58.99
ONEILL,Shane,56.21
JOSLIN,Chris,54.26
AGUILAR,Gabryel,53.0
PAPA,Micky,52.74
RUSSELL,Cordano,52.65
RABELO,Lucas,52.54
MATIENZO,ARES,52.0
WILMINK,Bert,51.01
IKE,Keyaki,50.33
NETSUKE,Kairi,50.21
MATSUMOTO,Kairi,50.0
CRAWFORD,Lazer,49.99
FOY,Jamie,49.35
MOTA,Filipe,48.79
FYNN,Tommy,48.45
AOKI,Yukito,48.36
JORDAN,Dashawn,48.16
MIDLER,Alexander,48.13
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,Gabriel,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
SETINAS,Christopher,24.5
JO,Sungmin,24.13
ARENS,Jost,24.06
NGUYEN,Kristian,23.83
ÖJERT,Calle,23.67
OVERBEEK,Tijmen,23.59
KOROTUN,Yurii,23.47
FELICIANO,Mak,23.41
RUIZ,Danny,22.78
GARZA,DE,22.47
SEMAAN,Jean,22.46
DECENZO,Ryan,22.21
KNUTZEN,Daniel,21.94
RODRIGUEZ,Shaiel,21.83
LUU,David,21.73
TANGERUD,Fredrik,21.65
JAKES,Vilem,21.47
CAIZZA,Andrea,20.81
SU,Jianjun,20.3
HABANEC,Maxim,20.18
TEIXEIRA,Pacal,20.05
PFEIFFER,Lenni,19.77
HENAO,MEJIA,19.42
PAN,Jiajie,19.38
GRAMAGLIA,Andres,19.08
JEONG,Jihoon,18.77
MEZA,Oscar,18.65
ARAÚJO,Pedro,18.44
GOTO,Joakin,18.39
KROON,Koffe,18.32
TUESTA,Deivid,18.23
MÜLLER,Rocco,18.07
LIMA,Juan,17.88
CHRISTENSEN,Mads,17.78
SALDOU,Jean,17.57
GAMEZ,SALAS,17.06
MIKKELSEN,Aske,17.02
NEVES,Eduardo,17.02
ANDERBERG,Oscar,16.99
TURY,Richard,66.33
SASAKI,Toa,64.39
RIBEIRO,Carlos,62.92
SHIRAI,Sora,62.0
HORIGOME,Yuto,61.93
VIANNA,Giovanni,61.33
MILOU,Vincent,60.74
GUSTAVO,Felipe,59.11
EATON,Jagger,58.99
ONEILL,Shane,56.21
JOSLIN,Chris,54.26
AGUILAR,Gabryel,53.0
PAPA,Micky,52.74
RUSSELL,Cordano,52.65
RABELO,Lucas,52.54
MATIENZO,ARES,52.0
WILMINK,Bert,51.01
IKE,Keyaki,50.33
NETSUKE,Kairi,50.21
MATSUMOTO,Kairi,50.0
CRAWFORD,Lazer,49.99
FOY,Jamie,49.35
MOTA,Filipe,48.79
FYNN,Tommy,48.45
AOKI,Yukito,48.36
JORDAN,Dashawn,48.16
MIDLER,Alexander,48.13
SONDRUP,Vitus,47.84
CARO,Angelo,45.95
RIBEIRO,Gabriel,42.76
SANDIFORD,Shay,42.65
ILARDI,Jake,41.74
PIWOWAR,Mike,41.18
HOBAN,Braden,40.37
MATEOS,Juampi,39.14
WINBERG,Hampus,38.77
DELL,OLIO,38.55
ABUHASIRA,Dor,38.49
AQUILA,Agustin,38.18
TERRELL,Yakov,38.0
NAGAI,Taiga,36.9
LUCAS,João,34.8
DE,JAEGER,34.03
GARBACCIO,Joseph,33.69
VALJALO,Brandon,33.69
PURCELL,John,32.7
KARLSSON,Simon,32.6
GARCIA,Benjamin,32.12
EXENBERGER,Santino,31.62
BRUNCLAIR,Beau,31.14
HÆGELAND,Simen,30.12
HINSON,Joe,29.36
SZALAK,Filip,29.02
CORIA,Brayan,28.87
PORADA,Bohdan,28.65
FERRERO,Gabriel,28.57
BERGUIN,Max,28.37
SIANGOUENG,Thawatchai,27.36
PORNCHAISUREE,Jirasin,27.08
RAMIREZ,Ronald,27.0
DECUNHA,Alex,26.99
TEIXEIRA,Madu,26.95
COLA,Giuseppe,26.32
URBANO,Victor,26.13
ERKELAND,Remco,25.53
ZEHNDER,Kilian,24.73
CARLSSON,Jonas,24.68
CAMPOS,Helaman,24.62
SETINAS,Christopher,24.5
JO,Sungmin,24.13
ARENS,Jost,24.06
NGUYEN,Kristian,23.83
ÖJERT,Calle,23.67
OVERBEEK,Tijmen,23.59
KOROTUN,Yurii,23.47
FELICIANO,Mak,23.41
RUIZ,Danny,22.78
GARZA,DE,22.47
SEMAAN,Jean,22.46
DECENZO,Ryan,22.21
KNUTZEN,Daniel,21.94
RODRIGUEZ,Shaiel,21.83
LUU,David,21.73
TANGERUD,Fredrik,21.65
JAKES,Vilem,21.47
CAIZZA,Andrea,20.81
SU,Jianjun,20.3
HABANEC,Maxim,20.18
TEIXEIRA,Pacal,20.05
PFEIFFER,Lenni,19.77
HENAO,MEJIA,19.42
PAN,Jiajie,19.38
GRAMAGLIA,Andres,19.08
JEONG,Jihoon,18.77
MEZA,Oscar,18.65
ARAÚJO,Pedro,18.44
GOTO,Joakin,18.39
KROON,Koffe,18.32
TUESTA,Deivid,18.23
MÜLLER,Rocco,18.07
LIMA,Juan,17.88
CHRISTENSEN,Mads,17.78
SALDOU,Jean,17.57
GAMEZ,SALAS,17.06
MIKKELSEN,Aske,17.02
NEVES,Eduardo,17.02
ANDERBERG,Oscar,16.99
PEK,Martin,16.8
MÖLLER,Mika,16.72
ORTIZ,GARCIA,16.41
SAYAN,Adrian,16.25
SANTIAGO,Manny,16.22
WIJIDJARUNG,Napat,16.21
VAN,ANTWERP,16.03
PHAM,Denny,15.66
SOMMER,Justin,15.45
BERGER,Matt,15.44
GUILHERME,Zenildo,15.07
FIGUEROA,Andres,14.96
PUIGDOLLERS,Carlos,14.21
NAVRATIL,Jan,13.83
VRANIC,Bruno,13.75
ZHANG,Jie,13.18
WINTHER,Benjamin,13.09
SAMPAOKANG,Attapon,12.71
VINDVI,Ilon,12.67
AUBREY,Charlie,12.38
ILUT,Patric,11.6
DE,ABREU,11.26
STRICKER,Simon,11.11
ROSENZVAIG,Sean,10.86
RODRIGUEZ,Vicente,10.85
NARDINI,Diego,10.1
KEITA,Karim,10.08
RODRIGUES,Marci,10.08
RAHMAN,Feroze,9.57
JOHANNES,Jean-marc,9.51
NELNER,Tom,9.42
PANUGALINOG,John,8.6
OMANA,Hector,7.73
BOGDANOVICS,Arturs,7.57
PACHECO,Walter,7.07
PETRANYI,Lajos,6.91
GARVEY,Jafin,6.14
TAIBI,Ayman,5.8
TURY,Richard,66.33
SASAKI,Toa,64.39
RIBEIRO,Carlos,62.92
SHIRAI,Sora,62.0
HORIGOME,Yuto,61.93
VIANNA,Giovanni,61.33
MILOU,Vincent,60.74
GUSTAVO,Felipe,59.11
EATON,Jagger,58.99
ONEILL,Shane,56.21
JOSLIN,Chris,54.26
AGUILAR,Gabryel,53.0
PAPA,Micky,52.74
RUSSELL,Cordano,52.65
RABELO,Lucas,52.54
